text,outcome
Chinese doctor Zhong Nanshan advised to rinse your mouth with salty water to prevent 2019n-Cov.,fake
“Queen Elizabeth tests positive for COVID-19.”,fake
A chart comparing those infected and killed by the coronavirus in Argentina and Spain.,fake
COVID-19 is harmless and does not cause death.,fake
Hand sanitizer form 2010 is labeled against COVID-19.,fake
"Photo of Copacabana beach on 3/22/20 full of sunbathers, even though Rio is in quarantine due to COVID-19.",fake
“The Chinese Communist Party is using Zoom as a way to spy on our citizens.”,fake
"Tocilizumab is a drug that can cure 90% of COVID-19 patients, including critical patients.",fake
"If you are licensed to carry a concealed weapon, wearing a face covering for coronavirus ""removes your conceal carry ability.""",fake
Image claims that dead bodies from Italy are kept in a room.,fake
"A WhatsApp chain claims that drinking coffee helps fight the coronavirus because it contains the compounds Methylxanthine, Theobromine and Theophylline.",fake
A text message states that Facebook would have taken advantage of the chaos created by COVID-19 to gain permission to use our personal pictures.,fake
"â€œThe Democrats are pushing for an implanted microchip in humans, and everyone to be vaccinated.â€",fake
"One article of â€œLe Parisienâ€ French journal, published in 2013, reveals that COVID-19 was created by Chinese scientists.",fake
A television news report about a US biotech company runs alongside a claim that the company successfully created a vaccine for the COVID-19 within â€œthree hours.â€,fake
"Regarding the risks of coronavirus transmission on an airplane, â€œItâ€™s as safe as an environment as youâ€™re going to find.â€",fake
"Jorge Luis Sonnante published a 16-minute video that went viral on networks. In the video, Sonnante (who describes himself as a â€œdeaconâ€, but gives falsified evidence of this charge) mixes several conspiracy theories, some meaningless, others already denied, about the pandemic caused by the SARS coronavirus -CoV-2.",fake
Table shows that number of death records in Brazil in April 2020 was lower than in April 2019 and April 2018.,fake
A person with COVID-19 died in a hospital in Taiwan. His body was burned on 1/26. (Jan. 30),fake
PCR tests cannot detect a new coronavirus.,fake
UK dropped Huawei as 5G vendor due to coronavirus fears.,fake
China needs coronavirus SWAT (special weapons and tactics) police teams to arrest this coronavirus victim.,fake
Persons with type A blood are more prone to the coronavirus.,fake
Spanish Prime Minister Pedro Sanchez told people to invest in Bitcoin during the pandemic,fake
"Donâ€™t left alcohol gel in your car, it could burn and explode.",fake
Video of a man spitting in the face of another man in the New York subway to spread the coronavirus,fake
Film Scene Shared as Mass Graves in Italy Due to COVID-19 Deaths,fake
Scientists from Australia create the first vaccine for novel coronavirus,fake
Coronavirus pandemic was planned at the Event 201.,fake
Coronavirus has arrived in the Balkan region. (Jan. 30),fake
"The first Syrian doctor dies in the Syrian capital, Damascus, as a result of infection with coronavirus.",fake
Boldo tea can cure COVID-19 in three hours.,fake
Poll Finds 38% of Americans Say They Will Not Drink Corona Beer Because of Virus.,fake
"Maria VirgÃ­nia Casagrande, first lady of the Brazilian State of Espirito Santo, was cured of COVID-19 after being treated with a protocol of hydroxychloroquine and azithromycin.",fake
"Department of Health (DOH) Secretary Francisco Duque III on Thursday, April 9, claimed the Philippines has relatively â€œlowâ€ cases of coronavirus, and has done better in containing its spread than other â€œricherâ€ countries.",fake
Chinese people convert to Islam because of COVID-19.,fake
"According to a graphic that circulated on social media, former Anakpawis party list representative Ariel Casilao apologized to the residents of Norzagaray, Bulacan, Philippines and asked that the charges against him be withdrawn.",fake
Coronavirus-positive patients listening to Gurbani Kirtan in a hospital in Italy.,fake
Video of member of Indian parliament Rahul Gandhi stating that the red zones are green zones and green zones are red zones amidst the COVID-19 situation.,fake
Opening ceremony of 2012 London Olympics was a projection of coronavirus pandemic. The hospital beds apperaing on the scene during the opening show and Boris Johnson in a hospital bed prove that the spread of the disease was planned in advance.,fake
"A Russian drug called Arbidol, cures coronavirus.",fake
"Vaccines, chips, and 5G are interconnected and needed to establish control over people",fake
"Fact-checking organizations can control, review or censor WhatsApp messages",fake
"Ministry of Health confirms new case of coronavirus in Santa Elena province, Ecuador.",fake
"Italian priest died, refusing to use respirator as he sacrificed it to a younger person.",fake
2018 Image From UP Shared as Namaz Offered in TN Amid Lockdown,fake
Putin enters a meeting with his ministries wearing the full yellow suit used by quarantine doctors to protect themselves against catching COVID-19.,fake
"Some Countries are dumping COVID-19 infected dead bodies in the sea, therefore be careful while consuming sea food.",fake
Authors of a tabletop exercise in Oct 2019 predicted that Wuhan coronavirus might kill 65 million people.,fake
The contact-tracing app “StopCovid” is installed on the sly on users’ phones.,fake
Janta curfew or nationwide for 14 hours will break the chain of coronavirus spread and see a reduction of 40% of cases.,fake
There is an old undocumented man that â€œdoes not remember anythingâ€ hospitalized in the â€œLa Paz Hospitalâ€.,fake
Drinking Water Every 15 Minutes Does Not Prevent Coronavirus Infection,fake
"Trupti Desai, a well known social activist from India, was arrested for illegally buying liquor during the COVID-19 lockdown.",fake
Kerala (India) temple offers special Puja for curing COVID-19 and a rate card for the specific COVID-19 prayer (rituals) has been created by the temple.,fake
"Over 1,500 people have died from the new coronavirus (Jan. 31)",fake
Facebook posts shared hundreds of times claim that Madagascar’s President Andry Rajoelina called on African nations to leave the World Health Organization (WHO).,fake
"Ummy Mwalimu, Tanzania’s Minister for Health, has tested positive for coronavirus.",fake
"Archbishop of Colombo, Sri Lanka, Cardinal Malcom Ranjith filed a FR petition challenging the cremation of Catholics, who succumbed due to COVID-19.",fake
Italian prime minister admits Italy is lost.,fake
A video of two Albanian female news anchors wearing revealing jackets on-air has been viewed tens of thousands of times on Twitter alongside a claim that they dressed promiscuously in a bid to persuade people to stay indoors during the COVID-19 pandemic.,fake
You have to shave off your beard and moustache completely for mouth masks to be effective.,fake
Overseas Chinese bought flights to ship medical supplies from Melbourne to South China.,fake
A video has been viewed tens of thousands of times in multiple posts on Facebook and Twitter in April 2020 alongside a claim it shows the arrest of Indian activist Trupti Desai after she attempted to buy alcohol during a government-imposed lockdown triggered by the COVID-19 pandemic.,fake
US Homeland Security mobilizing National Guard to combat coronavirus.,fake
Children are “almost immune from this disease.”,fake
"All Missouri businesses can open Monday, May 4, under our new Order as long as new guidelines are followed.",fake
A video which would show a “desperate mother” who lost everything during the pandemic.,fake
There has been vaccine for coronavirus (COVID-19) since 2001.,fake
"No one died from COVID-19, but due to other previous illnesses, says a German doctor.",fake
